date,close,adj_close,volume
2009-11-30,10.6900,8.1077,5000800
2009-12-07,10.8300,8.2139,2435700
2009-12-14,11.3900,8.6386,3619700
2009-12-21,11.8300,8.9723,1643500
2009-12-28,11.2300,8.5173,1435800
2010-01-04,10.9800,8.3277,5654200
2010-01-11,11.2700,8.5476,6357800
2010-01-18,11.8100,8.9572,4472100
2010-01-25,11.6300,8.8207,5166100
2010-02-01,12.1800,9.2378,5905000
2010-02-08,12.5800,9.5412,4165500
2010-02-15,13.0600,9.9052,3674900
2010-02-22,13.4300,10.1858,8791400
2010-03-01,14.1300,10.7167,6283600
2010-03-08,14.1500,10.7319,6834600
2010-03-15,14.0500,10.6561,4678800
2010-03-22,14.0600,10.6637,3559700
2010-03-29,13.9200,10.5575,1703800
2010-04-05,15.0200,11.3918,4714300
2010-04-12,15.4200,11.6951,3712800
2010-04-19,15.9600,12.1047,3978700
2010-04-26,14.7800,11.2097,6572600
2010-05-03,13.6600,10.3603,5836500
2010-05-10,14.7600,11.1946,4068200
2010-05-17,13.9300,10.5651,4555500
2010-05-24,14.6000,11.0732,4693900
2010-05-31,14.2500,10.8078,3875300
2010-06-07,13.9700,10.5954,3446700
2010-06-14,14.7100,11.1566,2291900
2010-06-21,13.3400,10.1176,4462700
2010-06-28,12.5000,9.4805,4005700
2010-07-05,12.8500,9.7459,2422600
2010-07-12,12.6200,9.5715,2720500
2010-07-19,13.6400,10.3451,2901900
2010-07-26,13.4800,10.2238,2579400
2010-08-02,14.2100,10.7774,6304000
2010-08-09,13.1100,9.9431,2571500
2010-08-16,13.3000,10.0872,2475100
2010-08-23,13.6200,10.3299,2204900
2010-08-30,14.6000,11.0732,2900700
2010-09-06,14.1600,10.7395,1506100
2010-09-13,14.2400,10.8002,3762700
2010-09-20,14.0300,10.6409,3185800
2010-09-27,14.1700,10.7471,3391600
2010-10-04,15.0200,11.3918,4373600
2010-10-11,15.3400,11.6345,5314700
2010-10-18,15.8000,11.9833,3569500
2010-10-25,15.3900,11.6724,2404700
2010-11-01,16.0600,12.1805,5322900
2010-11-08,15.9400,12.0895,5305400
2010-11-15,16.2600,12.3322,3924200
2010-11-22,17.0300,12.9162,2811700
2010-11-29,17.8000,13.5002,4701800
2010-12-06,18.0600,13.6974,2569600
2010-12-13,17.7000,13.4244,3581300
2010-12-20,17.4600,13.2424,2417100
2010-12-27,17.1700,13.0224,1644500
2011-01-03,17.3600,13.1665,3110100
2011-01-10,18.4500,13.9932,3349000
2011-01-17,17.5500,13.3106,2186100
2011-01-24,16.8100,12.7494,5114600
2011-01-31,17.6100,13.3561,5099900
2011-02-07,18.1600,13.7733,2718700
2011-02-14,18.3300,13.9022,2816600
2011-02-21,17.0400,12.9238,4421400
2011-02-28,16.9300,12.8404,6016100
2011-03-07,16.8000,12.7418,5318800
2011-03-14,16.1200,12.2845,2804200
2011-03-21,16.4000,12.4979,2925900
2011-03-28,17.0500,12.9933,4108600
2011-04-04,16.3800,12.4827,2539000
2011-04-11,16.5900,12.6427,3699900
2011-04-18,16.3900,12.4903,1547700
2011-04-25,16.2700,12.3989,3176700
2011-05-02,16.0600,12.2388,8362700
2011-05-09,16.5100,12.5818,3383800
2011-05-16,16.6000,12.6503,3052100
2011-05-23,16.9000,12.8790,2997400
2011-05-30,16.4000,12.4979,3588500
2011-06-06,15.9600,12.1626,4663000
2011-06-13,15.8500,12.1396,4367000
2011-06-20,17.3600,13.2962,5962100
2011-06-27,18.0500,13.8246,4043900
2011-07-04,18.2800,14.0008,2622000
2011-07-11,17.9600,13.7557,2218000
2011-07-18,17.5900,13.4723,2465800
2011-07-25,16.5200,12.6528,2780700
2011-08-01,15.0600,11.5346,9378000
2011-08-08,14.4900,11.0980,7478400
2011-08-15,13.1100,10.0410,4936900
2011-08-22,13.4600,10.3091,6680700
2011-08-29,13.6500,10.4546,6201500
2011-09-05,13.3700,10.2402,4729800
2011-09-12,14.3800,11.0800,4876400
2011-09-19,13.9000,10.7102,5554200
2011-09-26,13.2200,10.1862,7152800
2011-10-03,12.9000,9.9397,8861100
2011-10-10,13.9200,10.7256,5779500
2011-10-17,13.6100,10.4867,6074000
2011-10-24,14.5800,11.2342,4125900
2011-10-31,14.3600,11.0646,7329200
2011-11-07,14.2500,10.9799,3467600
