week,date,txrh,beef,beef_116,pork,pork_123a
2023-W43,2023-10-28,93.5545,633.34,10.4,191.33,14.16
2023-W44,2023-11-04,99.8451,628.8,9.74,191.64,14.14
2023-W45,2023-11-11,99.7589,623.63,8.94,194.61,14.41
2023-W46,2023-11-18,106.0687,610.63,8.52,191.51,12.74
2023-W47,2023-11-25,107.8208,608.32,8.48,187.09,14.24
2023-W48,2023-12-02,109.6209,606.87,8.39,186.96,13.82
2023-W49,2023-12-09,109.2172,595.96,8.18,185.39,14.4
2023-W50,2023-12-16,111.6128,590.96,8.04,185.86,14.34
2023-W51,2023-12-23,116.5195,590.96,8.07,181.26,13.77
2023-W52,2023-12-30,117.597,593.08,8.39,182.6,14.79
2024-W01,2024-01-06,113.816,584.14,8.39,185.13,14.29
2024-W02,2024-01-13,112.3536,590.11,8.62,187.81,12.92
2024-W03,2024-01-20,114.2778,602.4,9.64,193.64,14.87
2024-W04,2024-01-27,118.1647,607.09,10.12,196.02,13.5
2024-W05,2024-02-03,125.5536,608.28,9.86,194.55,14.35
2024-W06,2024-02-10,129.6232,609.0,9.66,189.27,13.78
2024-W07,2024-02-17,142.1016,615.01,9.34,194.46,13.73
2024-W08,2024-02-24,143.2561,618.95,9.63,202.16,13.42
2024-W09,2024-03-02,143.9296,626.78,9.79,201.45,13.91
2024-W10,2024-03-09,142.7366,629.95,9.27,201.96,13.89
2024-W11,2024-03-16,147.094,638.29,9.23,204.45,14.17
2024-W12,2024-03-23,147.5094,642.86,9.16,204.23,13.94
2024-W13,2024-03-30,149.229,642.64,8.76,208.25,14.08
2024-W14,2024-04-06,144.901,629.22,8.36,213.2,14.05
2024-W15,2024-04-13,143.5872,626.08,8.41,221.67,14.26
2024-W16,2024-04-20,145.6159,619.06,8.09,221.21,14.34
2024-W17,2024-04-27,152.1176,617.96,7.99,216.04,14.39
2024-W18,2024-05-04,158.059,618.62,7.89,216.37,14.1
2024-W19,2024-05-11,161.5465,622.82,7.65,217.4,13.81
2024-W20,2024-05-18,163.8843,634.66,8.13,222.97,14.54
2024-W21,2024-05-25,163.0245,643.52,8.39,220.15,14.52
2024-W22,2024-06-01,166.8115,648.87,8.12,225.7,14.49
2024-W23,2024-06-08,162.2323,652.08,8.0,221.8,14.6
2024-W24,2024-06-15,162.3334,649.92,7.93,220.64,14.28
2024-W25,2024-06-22,165.2227,660.75,8.06,216.26,14.72
2024-W26,2024-06-29,166.4831,667.26,8.22,211.84,14.35
2024-W27,2024-07-06,165.4845,677.25,8.34,208.05,14.53
2024-W28,2024-07-13,163.9332,670.19,8.18,210.87,14.85
2024-W29,2024-07-20,166.2213,661.32,7.93,220.4,14.52
2024-W30,2024-07-27,164.224,654.26,7.86,230.52,14.38
2024-W31,2024-08-03,161.073,658.57,8.03,232.08,14.53
2024-W32,2024-08-10,162.4594,656.94,8.27,221.08,14.38
2024-W33,2024-08-17,162.1686,652.81,8.44,219.32,14.37
2024-W34,2024-08-24,163.4581,626.91,8.48,213.25,14.73
2024-W35,2024-08-31,163.6132,635.76,9.0,210.96,14.8
2024-W36,2024-09-07,157.4607,632.83,9.56,211.79,14.45
2024-W37,2024-09-14,159.514,626.23,9.82,207.46,14.69
2024-W38,2024-09-21,165.1483,620.07,10.14,207.94,14.43
2024-W39,2024-09-28,170.1989,621.85,10.67,207.94,14.51
2024-W40,2024-10-05,173.8481,626.56,11.05,209.57,14.7
2024-W41,2024-10-12,170.9773,636.53,11.91,209.18,14.64
2024-W42,2024-10-19,178.9472,646.82,12.84,209.97,14.82
2024-W43,2024-10-26,182.3434,653.18,12.87,215.95,14.64
2024-W44,2024-11-02,182.4796,653.16,12.23,225.17,13.82
2024-W45,2024-11-09,192.4541,645.74,9.37,223.5,14.43
2024-W46,2024-11-16,192.6682,634.92,8.73,214.54,14.19
2024-W47,2024-11-23,189.6613,633.62,8.64,207.33,14.16
2024-W48,2024-11-30,199.7525,641.21,8.74,200.05,14.49
2024-W49,2024-12-07,191.2767,647.17,8.68,198.73,14.28
2024-W50,2024-12-14,182.4156,649.07,8.92,205.28,14.48
2024-W51,2024-12-21,177.066,660.0,9.2,211.11,14.41
2024-W52,2024-12-28,177.5346,662.57,9.41,209.29,14.14
2025-W01,2025-01-04,178.5889,669.57,10.13,199.91,14.85
2025-W02,2025-01-11,173.8835,680.2,11.11,197.38,14.92
2025-W03,2025-01-18,174.6938,688.91,11.09,198.99,14.96
2025-W04,2025-01-25,174.3033,690.36,10.55,200.97,15.02
2025-W05,2025-02-01,176.7926,697.88,10.42,205.48,14.82
2025-W06,2025-02-08,171.7749,693.42,9.93,209.02,14.93
2025-W07,2025-02-15,167.6162,679.49,9.07,220.37,14.59
2025-W08,2025-02-22,165.1073,666.38,8.6,214.96,14.53
2025-W09,2025-03-01,179.7115,657.76,8.35,215.64,14.73
2025-W10,2025-03-08,174.7719,658.57,8.19,215.12,14.24
2025-W11,2025-03-15,168.3875,669.39,8.56,213.42,14.75
2025-W12,2025-03-22,166.498,684.9,8.61,211.73,14.78
2025-W13,2025-03-29,167.6447,705.61,9.01,212.06,14.58
2025-W14,2025-04-05,156.6774,711.61,8.58,209.77,14.08
2025-W15,2025-04-12,156.9813,706.86,8.02,203.79,13.96
2025-W16,2025-04-19,158.667,700.57,7.99,205.19,13.68
2025-W17,2025-04-26,158.422,705.23,7.98,211.27,14.26
2025-W18,2025-05-03,168.3699,727.34,8.33,213.69,14.26
2025-W19,2025-05-10,177.2104,735.26,8.27,211.31,13.99
2025-W20,2025-05-17,189.0793,747.32,8.51,215.82,14.54
2025-W21,2025-05-24,186.2076,760.56,8.98,221.5,14.79
2025-W22,2025-05-31,191.3237,761.93,9.13,229.88,14.1
2025-W23,2025-06-07,191.9747,776.4,8.98,237.2,13.61
2025-W24,2025-06-14,179.2872,793.83,9.33,249.39,13.53
2025-W25,2025-06-21,189.8404,812.88,10.09,263.45,13.3
2025-W26,2025-06-28,184.6474,813.01,9.99,265.58,14.02
2025-W27,2025-07-05,186.3391,802.89,9.97,246.75,12.64
2025-W28,2025-07-12,184.9916,798.53,9.75,248.69,12.97
2025-W29,2025-07-19,181.0477,796.2,8.86,253.75,13.74
2025-W30,2025-07-26,185.0408,792.7,9.31,260.17,13.89
2025-W31,2025-08-02,179.956,787.47,9.52,255.68,13.25
2025-W32,2025-08-09,169.9928,803.07,10.55,257.33,13.26
2025-W33,2025-08-16,169.9928,821.33,11.99,256.01,13.95
2025-W34,2025-08-23,174.4089,838.88,13.5,249.59,13.49
2025-W35,2025-08-30,169.7076,849.6,14.27,248.47,14.1
2025-W36,2025-09-06,166.7256,850.17,15.08,251.92,13.18
2025-W37,2025-09-13,164.5928,838.49,14.91,252.1,13.2
2025-W38,2025-09-20,156.2491,814.44,13.07,246.99,13.71
2025-W39,2025-09-27,160.4851,797.46,11.35,247.32,13.17
2025-W40,2025-10-04,164.3953,778.95,10.05,240.48,12.26
2025-W41,2025-10-11,161.2751,774.71,9.98,230.67,13.37
2025-W42,2025-10-18,175.247,779.5,9.89,226.25,13.82
2025-W43,2025-10-25,173.3314,796.29,10.3,222.13,13.58
2025-W44,2025-11-01,161.5219,796.4,10.33,221.56,13.05
2025-W45,2025-11-08,162.9536,787.73,9.97,217.58,12.21
2025-W46,2025-11-15,165.2445,779.7,9.46,213.93,12.31
2025-W47,2025-11-22,171.248,766.33,9.56,206.45,12.83
2025-W48,2025-11-29,173.0451,750.86,9.55,205.99,12.9
2025-W49,2025-12-06,164.8339,743.42,9.54,208.01,11.88
2025-W50,2025-12-13,166.7869,750.99,9.97,213.95,12.57
2025-W51,2025-12-20,174.2518,763.97,10.72,216.96,13.01
2025-W52,2025-12-27,169.2752,761.0,11.84,212.56,12.41
2026-W01,2026-01-03,169.8799,754.95,12.51,208.12,12.92
2026-W02,2026-01-10,181.5681,762.7,13.53,202.62,12.46
2026-W03,2026-01-17,192.8102,767.71,14.29,203.9,12.85
2026-W04,2026-01-24,189.0033,778.36,14.29,207.68,12.83
2026-W05,2026-01-31,178.3065,784.17,13.56,209.29,13.01
2026-W06,2026-02-07,189.3205,791.38,12.45,209.04,12.95
2026-W07,2026-02-14,179.3375,793.52,11.4,209.37,13.11
2026-W08,2026-02-21,177.2755,797.81,10.57,211.29,12.91
2026-W09,2026-02-28,181.2905,813.82,11.01,214.32,13.02
2026-W10,2026-03-07,170.0584,814.59,11.26,216.96,13.39
2026-W11,2026-03-14,168.7696,818.95,11.45,219.69,13.76
2026-W12,2026-03-21,170.1593,818.47,11.43,218.42,13.9
2026-W13,2026-03-28,159.4951,814.09,10.87,213.36,13.62
2026-W14,2026-04-04,162.2831,811.43,10.63,213.64,13.74
2026-W15,2026-04-11,162.9901,812.72,10.45,215.53,12.22
2026-W16,2026-04-18,164.3741,815.41,10.3,215.05,13.45
2026-W17,2026-04-25,159.0968,818.09,10.35,218.02,13.88
2026-W18,2026-05-02,157.6132,827.4,10.64,215.18,13.92
2026-W19,2026-05-09,176.6215,837.03,10.81,211.9,14.08
2026-W20,2026-05-16,177.209,843.5,11.0,212.37,13.94
2026-W21,2026-05-23,176.8107,851.91,11.01,212.34,14.42
2026-W22,2026-05-30,179.8477,848.01,9.89,217.67,14.66
2026-W23,2026-06-06,170.46,844.67,10.59,219.19,14.49
2026-W24,2026-06-13,167.86,842.45,10.55,212.19,14.83
2026-W25,2026-06-20,177.75,843.35,10.52,210.3,14.54
2026-W26,2026-06-27,196.59,852.76,10.57,209.35,14.78
2026-W27,2026-07-04,194.28,844.95,10.46,211.71,15.0
2026-W28,2026-07-11,189.5,830.76,10.34,216.68,15.21
2026-W29,2026-07-13,197.03,,,,
2026-W30,2026-07-22,194.31,,,,
